Cake_Flavor,Flour_Quantity (g),Sugar_Content (g),Butter_Quantity (g),Egg_Count,Milk_Quantity (ml),Oven_Temperature (°C),Baking_Time (min),Mixing_Time (min),Cooling_Time (min),Decoration_Time (min),Oven_Type,Frosting_Type,Ingredient_Source,Production_Cost (₹),Temperature_Humidity (%),Ingredient_Quality_Score,Baker_Experience (years),Customer_Rating,Production_Date,Cake_Quality
Pineapple,284.4 g,197.9 g,153.9,2.0,131.0,196.1 °C,24.4,10.7,20.1,6.3,Gas,Buttercream,Local,308.7,65.1 %,7.7,12,3.2,2025-09-03,Good
Strawberry,326.7 g,176.4 g,170.6,3.0,170.4,171.4 °C,35.5,5.6,9.7,9.8,Gas,Fondant,Imported,205.4,53.1 %,5.7,3,5.0,2023-08-20,Average
Chocolate Truffle,249.9 g,191.1 g,154.8,4.0,171.7,209.3 °C,23.1,9.0,16.9,8.3,Gas,Buttercream,Local,329.3,47.0 %,8.2,2,4.6,2023-01-04,Good
Black Forest,321.3 g,189.2 g,121.0,2.0,223.0,192.1 °C,29.9,8.2,17.2,7.3,Electric,Buttercream,Local,407.5,50.5 %,6.6,8,5.0,2023-01-12,Average
Black Forest,253.9 g,208.4 g,130.5,4.0,187.8,181.7 °C,30.0,7.1,16.3,19.1,Convection,Buttercream,Local,197.7,53.6 %,6.3,7,4.2,2024-02-21,Average
Black Forest,329.1 g,202.2 g,115.3,4.0,156.2,195.6 °C,39.0,7.0,15.0,0.0,Gas,Ganache,Local,421.6,54.3 %,8.9,10,3.9,2025-06-23,Good
Red Velvet,277.5 g,198.8 g,161.0,4.0,166.7,209.8 °C,36.4,10.1,16.6,10.3,Electric,Buttercream,Imported,313.1,43.0 %,6.7,14,3.5,2023-08-21,Average
Black Forest,226.7 g,240.0 g,166.8,2.0,235.2,211.8 °C,33.2,11.8,11.8,16.7,Electric,Ganache,Mixed,367.7,54.4 %,7.4,8,3.5,2023-01-08,Good
Chocolate,305.8 g,201.2 g,120.2,4.0,148.7,234.2 °C,40.5,9.6,14.1,0.0,Electric,Fondant,Local,239.3,65.2 %,7.8,11,2.6,2023-09-30,Good
Pineapple,309.2 g,187.6 g,131.7,1.0,273.7,196.4 °C,33.1,11.7,14.9,8.5,Electric,Ganache,Mixed,372.6,58.7 %,8.5,14,3.5,2023-03-16,Good
White Forest,263.4 g,189.8 g,114.7,2.0,192.6,182.6 °C,,13.4,17.2,12.9,Gas,Ganache,Local,220.8,53.9 %,8.7,10,3.8,2023-09-20,Good
Chocolate,265.9 g,182.0 g,136.0,4.0,144.1,204.0 °C,35.5,11.6,14.8,15.2,Gas,Ganache,Local,364.6,53.1 %,6.6,3,4.0,2024-08-01,Average
White Forest,272.6 g,178.2 g,125.1,4.0,149.9,215.8 °C,46.7,12.7,13.3,10.6,Electric,Ganache,Local,329.5,58.4 %,7.5,9,4.0,2024-11-30,Good
Chocolate,228.1 g,173.3 g,120.8,2.0,208.4,206.6 °C,37.2,6.7,15.9,3.4,Gas,Fondant,Local,532.5,65.8 %,5.5,9,5.0,2023-06-17,Average
Chocolate,220.2 g,,137.8,2.5,204.6,200.4 °C,39.3,8.3,23.3,12.5,Electric,Fondant,Mixed,274.9,52.4 %,7.7,10,3.6,2023-02-12,Good
Chocolate,332.2 g,182.7 g,190.5,2.0,192.9,211.0 °C,20.0,5.4,14.2,5.9,Electric,Buttercream,Local,269.5,51.0 %,9.2,8,4.5,2024-11-18,Excellent
White Forest,253.0 g,202.2 g,155.7,3.0,182.0,193.0 °C,30.5,8.9,8.5,11.3,Electric,Whipped Cream,Imported,165.2,56.8 %,7.7,7,4.3,2023-03-09,Good
White Forest,362.6 g,189.7 g,133.8,4.0,175.0,199.3 °C,36.7,3.1,13.2,0.3,Electric,Ganache,Local,237.4,51.5 %,8.6,2,3.9,2023-07-13,Good
Pineapple,335.7 g,194.9 g,137.3,3.0,156.2,202.7 °C,30.5,11.9,12.3,8.9,Gas,Fondant,Imported,503.8,52.7 %,8.5,2,4.9,2023-08-30,Good
Chocolate,346.2 g,224.1 g,190.4,3.0,191.4,167.6 °C,38.4,12.1,16.3,9.8,Electric,Fondant,Local,658.8,49.1 %,8.7,14,4.5,2025-10-21,Good
Red Velvet,257.8 g,199.1 g,168.7,2.0,244.6,188.6 °C,22.0,6.6,11.3,7.9,Convection,Buttercream,Local,400.9,56.1 %,7.3,3,3.9,2024-03-20,Good
Black Forest,234.4 g,179.6 g,132.8,2.0,177.3,181.1 °C,29.8,10.5,17.0,11.6,Electric,Ganache,Imported,367.7,50.2 %,7.8,2,4.4,2025-08-21,Good
Chocolate,246.3 g,185.2 g,148.6,2.0,187.0,179.7 °C,23.2,12.5,11.3,11.8,Convection,Ganache,Mixed,196.5,48.7 %,6.5,6,4.4,2023-03-16,Average
Black Forest,263.7 g,215.7 g,122.9,3.0,216.5,179.5 °C,34.7,10.9,14.8,18.8,Electric,Whipped Cream,Imported,362.2,51.3 %,8.4,12,4.1,2025-08-16,Good
Chocolate,220.0 g,206.1 g,138.7,3.0,162.9,199.9 °C,41.4,6.1,17.0,6.0,Electric,Buttercream,Local,460.7,56.4 %,8.1,7,4.6,2025-04-01,Good
Chocolate,262.8 g,217.4 g,154.9,4.0,192.2,207.4 °C,47.0,9.7,17.7,14.5,Electric,Buttercream,Local,236.0,53.3 %,7.7,6,4.9,2025-02-28,Good
Red Velvet,271.3 g,190.9 g,161.7,2.0,207.1,182.6 °C,46.3,12.4,11.3,9.9,Gas,Buttercream,Mixed,517.0,58.3 %,6.6,10,4.3,2023-01-29,Average
Black Forest,241.3 g,173.2 g,127.7,4.0,157.3,183.2 °C,41.7,5.8,12.7,13.1,Convection,Buttercream,Local,268.4,44.6 %,9.7,11,3.9,2024-01-23,Excellent
Chocolate,247.4 g,206.6 g,161.2,3.0,144.1,205.1 °C,37.6,7.5,12.2,12.4,Gas,Whipped Cream,Local,411.1,47.8 %,7.2,7,4.2,2023-10-13,Good
Chocolate,270.6 g,200.8 g,141.1,3.0,171.3,216.2 °C,23.7,11.0,17.8,9.7,Electric,Whipped Cream,Mixed,325.8,47.9 %,8.3,11,5.0,2025-04-15,Good
Chocolate,290.8 g,201.4 g,133.1,2.0,209.3,204.9 °C,50.7,11.3,10.6,13.3,Gas,Fondant,Imported,229.6,50.1 %,5.6,4,4.4,2025-10-12,Average
,251.3 g,173.4 g,191.6,2.0,140.5,215.7 °C,40.8,10.0,,5.4,Electric,Whipped Cream,Local,294.0,66.3 %,8.0,2,4.8,2024-11-24,Good
Chocolate,288.3 g,183.9 g,132.0,4.0,186.3,195.4 °C,37.0,10.1,14.0,12.9,Electric,Buttercream,Local,259.3,53.3 %,7.4,6,2.5,2024-04-20,Good
Vanilla,282.7 g,179.4 g,121.5,2.0,172.5,211.9 °C,36.4,8.2,7.7,2.6,Gas,Whipped Cream,Imported,314.0,48.3 %,7.4,6,4.0,2024-10-29,Good
Black Forest,279.5 g,204.1 g,127.2,2.0,171.4,,45.4,9.0,17.3,12.2,Electric,Whipped Cream,Local,396.4,55.5 %,6.2,6,4.1,,Average
Red Velvet,257.7 g,204.9 g,153.9,2.5,188.3,204.1 °C,25.4,3.9,17.8,13.3,Electric,Fondant,Imported,298.9,51.8 %,8.0,1,3.9,2024-04-11,Good
White Forest,240.5 g,194.6 g,123.0,3.8,136.0,182.5 °C,31.8,9.6,15.0,0.9,Electric,Whipped Cream,Mixed,367.3,47.7 %,7.7,2,3.9,2023-11-09,Good
,353.4 g,218.6 g,156.5,1.0,223.9,225.3 °C,20.0,13.1,10.0,3.9,Gas,Whipped Cream,Imported,268.3,50.7 %,8.2,2,2.1,2025-03-28,Good
Chocolate,301.6 g,234.9 g,124.7,3.0,153.4,232.2 °C,25.4,12.6,,6.1,Electric,Ganache,Mixed,321.8,55.2 %,7.3,6,3.4,2023-07-21,Good
Chocolate,318.0 g,203.0 g,136.8,3.0,190.5,201.2 °C,50.0,12.1,24.3,14.9,Electric,Ganache,Local,427.6,43.7 %,5.0,10,3.3,2025-09-08,Average
Chocolate Truffle,275.1 g,210.7 g,204.4,3.0,203.2,230.8 °C,36.3,7.3,16.5,15.1,Gas,Fondant,Imported,285.5,63.1 %,6.5,2,3.6,2023-04-20,Average
Chocolate,272.5 g,185.5 g,124.4,2.0,236.7,206.1 °C,28.3,11.2,9.3,8.0,Electric,Buttercream,Local,390.6,53.8 %,7.3,5,4.4,2023-04-21,Good
Chocolate,296.0 g,182.6 g,112.4,3.0,177.2,196.8 °C,35.3,6.9,15.2,11.4,Electric,Ganache,Imported,348.3,53.6 %,8.7,4,4.1,2025-08-18,Good
,229.8 g,219.8 g,172.1,3.0,140.6,191.5 °C,43.2,10.9,16.6,4.5,Electric,Ganache,Local,250.5,64.9 %,8.2,5,4.0,2025-04-07,Good
Strawberry,245.6 g,180.3 g,118.2,3.0,138.0,235.8 °C,36.3,6.5,17.1,8.8,Electric,Fondant,Imported,232.4,56.0 %,9.6,1,4.3,2025-09-21,Excellent
Strawberry,253.7 g,211.4 g,125.3,4.0,227.7,195.9 °C,41.7,4.0,7.6,14.4,Gas,Whipped Cream,Local,272.3,43.6 %,9.3,7,4.9,2023-11-15,Excellent
Butterscotch,263.4 g,242.9 g,154.0,2.0,161.9,198.1 °C,25.3,4.5,17.0,15.0,Convection,Fondant,Imported,237.5,47.4 %,7.1,7,3.4,2023-12-06,Good
Chocolate Truffle,251.6 g,210.2 g,153.0,3.0,166.9,214.8 °C,44.0,12.8,16.6,17.3,Electric,Fondant,Mixed,477.3,48.9 %,7.1,3,3.5,2023-03-21,Good
Vanilla,289.9 g,193.9 g,109.7,4.0,147.8,204.6 °C,49.5,12.6,20.6,6.0,Gas,Whipped Cream,Local,223.1,52.1 %,5.7,3,4.8,2025-03-29,Average
Vanilla,280.7 g,173.9 g,132.2,3.8,166.7,193.8 °C,23.9,9.4,11.4,9.1,Convection,Whipped Cream,Local,344.3,53.6 %,7.5,4,4.3,2023-07-01,Good
Vanilla,336.9 g,198.8 g,157.1,3.0,251.2,215.1 °C,40.3,6.1,13.9,4.9,Convection,Ganache,Local,260.2,52.2 %,8.0,12,3.1,2024-04-05,Good
Chocolate,403.0 g,219.8 g,196.5,3.0,179.3,177.6 °C,42.2,6.7,,10.6,Gas,Ganache,Imported,231.5,51.4 %,7.1,1,3.6,2024-06-12,Good
Chocolate,242.1 g,192.0 g,120.0,4.0,155.5,196.9 °C,38.3,7.9,9.6,8.3,Electric,Buttercream,Local,314.0,69.4 %,7.8,4,3.7,2024-04-20,Good
Chocolate,283.1 g,220.2 g,163.0,2.0,217.5,198.8 °C,36.2,14.1,14.8,10.8,Electric,Ganache,Mixed,236.9,48.5 %,6.4,2,4.9,2023-12-15,Average
Chocolate,283.0 g,203.3 g,127.4,3.0,122.4,196.0 °C,24.8,8.6,12.5,8.4,Gas,Ganache,Local,333.8,49.7 %,8.0,11,5.0,2024-06-20,Good
Chocolate,277.4 g,201.6 g,162.3,1.0,178.0,212.9 °C,32.7,10.0,12.4,22.9,Electric,Fondant,Imported,228.8,53.4 %,5.6,10,4.0,2024-02-02,Average
Vanilla,246.4 g,189.4 g,122.4,3.0,167.5,186.3 °C,36.1,12.6,,12.1,Gas,Ganache,Mixed,414.9,53.5 %,7.8,3,4.1,2023-07-29,Good
Butterscotch,250.6 g,172.5 g,134.1,4.0,169.9,196.4 °C,55.2,8.5,13.2,6.4,Convection,Buttercream,Mixed,302.2,52.9 %,6.4,1,5.0,2025-06-17,Average
Strawberry,286.4 g,187.5 g,,1.0,141.1,253.6 °C,25.5,10.2,20.4,8.3,Electric,Whipped Cream,Mixed,265.9,54.0 %,5.3,8,3.7,2023-06-16,Average
Butterscotch,249.9 g,187.4 g,159.9,4.0,173.7,210.8 °C,44.7,11.8,20.8,11.1,Electric,Fondant,Imported,376.7,55.1 %,6.7,2,5.0,2023-03-01,Average
Vanilla,283.5 g,208.3 g,150.2,2.0,166.3,216.1 °C,39.6,11.1,17.7,5.6,Gas,Fondant,Mixed,334.6,56.3 %,8.6,8,3.8,2024-09-06,Good
Red Velvet,269.8 g,195.2 g,130.9,2.0,151.8,196.6 °C,20.2,11.6,19.3,8.2,Electric,Fondant,Mixed,251.6,49.3 %,7.2,1,4.3,2023-10-26,Good
Vanilla,282.9 g,222.0 g,129.7,4.0,166.2,224.5 °C,40.8,11.0,17.5,2.8,Gas,Whipped Cream,Local,378.0,56.0 %,9.2,3,5.0,2024-04-20,Excellent
Chocolate,249.7 g,201.4 g,186.5,2.0,131.5,177.6 °C,32.7,8.0,12.0,7.3,Electric,Buttercream,Imported,247.2,53.2 %,9.1,8,3.9,2024-06-22,Excellent
Chocolate,283.4 g,186.2 g,143.7,3.0,276.0,218.9 °C,45.0,11.4,16.0,5.5,Electric,Fondant,Mixed,299.5,63.1 %,7.7,8,2.8,2025-05-10,Good
Butterscotch,251.5 g,181.2 g,130.2,2.0,110.1,194.5 °C,34.5,10.5,14.6,0.2,Electric,Fondant,Local,207.6,51.6 %,5.2,2,3.4,2024-08-14,Average
Butterscotch,283.5 g,184.5 g,149.4,2.0,173.7,188.4 °C,43.2,7.9,7.1,9.0,Electric,Fondant,Imported,340.4,53.2 %,8.6,5,3.0,2024-09-03,Good
Chocolate,334.1 g,198.8 g,151.4,3.0,173.1,187.5 °C,26.7,6.6,12.3,6.0,Electric,Fondant,Local,282.3,54.3 %,6.9,4,4.4,2023-08-22,Average
Chocolate,287.2 g,188.4 g,118.7,2.0,161.6,197.0 °C,36.9,8.7,19.1,0.0,Gas,Buttercream,Local,359.2,52.1 %,7.6,8,3.0,2023-03-21,Good
Red Velvet,289.5 g,177.4 g,148.2,3.0,171.0,215.8 °C,37.4,12.1,16.0,14.3,Electric,Fondant,Local,439.6,47.2 %,8.9,2,2.9,2024-09-13,Good
Chocolate,309.5 g,219.8 g,117.1,5.0,200.6,181.6 °C,29.7,9.9,16.4,14.4,Electric,Whipped Cream,Local,288.7,55.7 %,10.0,9,4.4,2024-02-21,Excellent
Vanilla,238.9 g,198.6 g,127.6,4.0,144.9,227.0 °C,33.2,13.8,12.4,6.2,Electric,Buttercream,Local,234.9,53.5 %,6.1,5,4.3,,Average
Chocolate,354.6 g,201.3 g,123.0,4.0,134.5,184.2 °C,32.1,9.8,19.2,13.2,Electric,Ganache,Imported,304.2,46.6 %,6.5,3,4.5,2023-08-14,Average
Red Velvet,247.1 g,181.1 g,135.9,2.0,162.6,,43.1,7.2,17.9,5.0,Electric,Whipped Cream,Local,285.8,49.1 %,7.2,8,3.1,,Good
Vanilla,312.3 g,177.9 g,130.7,4.0,119.1,190.0 °C,33.4,9.6,8.7,6.5,Electric,Fondant,Local,293.2,54.8 %,7.7,7,3.9,2025-01-11,Good
Vanilla,306.5 g,,134.6,4.0,153.8,199.0 °C,35.3,12.8,15.6,8.3,Gas,Fondant,Local,289.6,54.5 %,7.7,2,4.5,2025-06-03,Good
Chocolate,251.0 g,166.2 g,113.5,5.0,162.4,188.8 °C,43.9,13.6,,16.6,Electric,Whipped Cream,Local,371.5,58.6 %,9.0,9,3.5,2024-04-17,Excellent
Red Velvet,318.1 g,213.5 g,136.8,2.0,181.2,189.7 °C,39.3,5.7,12.6,10.0,Gas,Fondant,Imported,386.4,45.2 %,6.5,11,4.0,2023-05-01,Average
Butterscotch,296.2 g,182.9 g,121.6,4.0,228.5,181.7 °C,36.4,10.2,19.2,13.8,Gas,Fondant,Local,328.7,51.3 %,6.9,4,5.0,2024-08-05,Average
Vanilla,364.7 g,190.3 g,207.7,2.0,188.2,200.4 °C,27.5,11.4,11.1,1.6,Electric,Fondant,Imported,374.4,48.2 %,9.7,3,3.4,2023-04-15,Excellent
Chocolate Truffle,284.7 g,204.7 g,131.3,1.0,189.8,180.3 °C,34.6,3.6,17.4,7.3,Convection,Whipped Cream,Imported,304.4,49.7 %,8.8,3,3.3,2023-04-25,Good
Pineapple,274.3 g,191.1 g,133.7,3.0,157.5,193.8 °C,39.2,16.8,8.7,13.8,Electric,Buttercream,Imported,236.3,48.6 %,7.8,5,3.8,2025-03-21,Good
Butterscotch,261.7 g,176.2 g,153.1,4.0,160.5,184.3 °C,48.8,5.0,10.2,9.3,Electric,Whipped Cream,Imported,351.3,52.9 %,6.2,3,3.6,2024-09-12,Average
Pineapple,231.6 g,235.4 g,170.7,2.0,161.2,183.3 °C,20.0,4.8,13.0,9.0,Electric,Whipped Cream,Imported,259.2,45.6 %,8.5,5,3.5,2023-07-18,Good
Black Forest,267.6 g,171.6 g,120.7,1.0,174.3,187.5 °C,31.9,6.9,19.9,7.9,Electric,Ganache,Local,267.9,48.8 %,4.5,10,5.0,2023-10-04,Poor
Pineapple,268.9 g,164.2 g,150.2,,165.1,186.0 °C,30.6,9.8,10.1,14.3,Gas,Fondant,Local,271.0,51.5 %,6.2,11,4.0,2023-08-24,Average
Chocolate,287.2 g,216.1 g,160.2,2.0,189.1,205.7 °C,28.8,3.8,15.0,10.1,Electric,Whipped Cream,Local,266.8,50.2 %,7.6,5,4.8,2025-01-09,Good
Red Velvet,238.4 g,172.5 g,141.8,2.0,199.9,190.0 °C,21.2,8.9,13.8,3.4,Electric,Whipped Cream,Mixed,197.8,49.9 %,7.7,5,3.9,2024-03-25,Good
Butterscotch,270.1 g,227.1 g,141.4,5.0,227.9,,42.4,3.0,16.4,6.4,Electric,Fondant,Local,244.3,60.7 %,6.7,8,2.2,2023-05-18,Average
White Forest,299.4 g,203.6 g,129.6,4.0,187.4,188.3 °C,40.7,8.1,10.1,21.3,Electric,Whipped Cream,Imported,254.2,51.6 %,7.2,2,4.2,2023-05-15,Good
Butterscotch,303.5 g,201.5 g,132.6,2.0,189.1,195.5 °C,40.1,10.7,15.4,9.5,Gas,Whipped Cream,Local,340.7,55.7 %,6.1,4,3.0,2024-11-15,Average
White Forest,229.3 g,185.1 g,136.3,2.0,222.4,190.3 °C,33.2,12.7,20.4,0.0,Gas,Ganache,Imported,252.4,58.5 %,6.7,9,4.8,2024-10-24,Average
Chocolate Truffle,304.8 g,181.0 g,130.9,5.0,203.9,196.4 °C,30.8,4.9,21.7,11.3,Convection,Buttercream,Local,372.8,56.9 %,7.2,7,3.6,2023-10-16,Good
Black Forest,269.8 g,188.4 g,,4.0,167.5,197.9 °C,27.3,5.6,8.6,13.7,Gas,Fondant,Local,322.1,53.5 %,7.7,5,3.7,2025-06-05,Good
White Forest,271.8 g,180.3 g,124.5,3.0,149.8,197.5 °C,38.3,9.1,18.1,16.5,Electric,Ganache,Mixed,330.4,52.8 %,6.3,9,3.4,2024-05-16,Average
Red Velvet,220.2 g,,,2.0,164.1,209.2 °C,28.1,12.6,17.2,8.6,Electric,Buttercream,Local,388.0,51.5 %,6.5,7,5.0,2023-04-06,Average
Chocolate Truffle,342.2 g,182.3 g,170.9,4.0,155.0,199.2 °C,40.5,13.5,16.4,20.4,Gas,Ganache,Local,347.7,61.5 %,6.3,9,3.4,2023-12-24,Average
,284.1 g,206.6 g,145.6,3.0,182.1,202.3 °C,26.5,10.2,15.6,12.5,Electric,Fondant,Imported,218.1,57.6 %,6.6,5,4.1,2025-02-04,Average
Pineapple,236.1 g,219.7 g,114.4,3.0,195.0,220.3 °C,47.3,6.8,23.5,20.9,Electric,Whipped Cream,Local,220.8,46.5 %,6.8,10,5.0,2023-07-15,Average
Black Forest,291.5 g,180.2 g,151.1,4.0,166.1,193.7 °C,34.2,7.7,12.3,9.5,Electric,Fondant,Mixed,317.3,47.2 %,6.3,9,4.3,2025-03-06,Average
Vanilla,290.3 g,203.6 g,127.6,2.0,167.2,222.2 °C,31.5,5.6,6.5,15.8,Electric,Fondant,Local,405.9,54.9 %,5.0,6,4.8,2025-08-27,Average
Chocolate,328.3 g,180.0 g,129.4,5.0,120.1,200.9 °C,30.8,13.1,17.4,20.1,Electric,Ganache,Mixed,361.8,53.5 %,6.8,9,2.8,2025-07-30,Average
Chocolate Truffle,267.8 g,192.1 g,145.5,2.5,161.6,167.3 °C,44.6,10.3,11.2,9.1,Electric,Ganache,Imported,235.3,55.3 %,7.3,9,4.2,2024-09-04,Good
Strawberry,278.3 g,186.9 g,164.1,2.0,344.1,201.4 °C,38.3,14.0,7.3,4.3,Gas,Buttercream,Local,240.1,53.4 %,6.6,4,5.0,2025-09-20,Average
Vanilla,258.0 g,183.0 g,115.6,5.0,220.8,225.1 °C,51.4,7.5,15.4,2.5,Gas,Fondant,Local,349.3,47.3 %,7.7,5,2.7,2025-10-10,Good
Chocolate,300.3 g,198.7 g,139.3,4.0,230.4,208.4 °C,43.7,6.5,13.6,8.3,Electric,Ganache,Imported,255.2,57.1 %,7.3,1,4.1,2025-02-23,Good
Pineapple,254.1 g,175.6 g,195.0,5.0,195.0,196.5 °C,28.1,13.0,11.5,5.0,Electric,Fondant,Local,250.5,52.8 %,8.6,3,2.6,2024-04-16,Good
Pineapple,251.2 g,217.6 g,121.7,5.0,212.3,190.3 °C,34.3,8.5,,6.5,Gas,Ganache,Mixed,295.7,55.5 %,9.1,12,1.3,2024-05-28,Excellent
Pineapple,275.6 g,177.3 g,134.6,2.0,167.9,230.2 °C,36.3,8.7,16.8,7.9,Electric,Buttercream,Imported,569.6,56.3 %,6.8,10,5.0,2024-07-10,Average
Black Forest,242.9 g,174.9 g,128.0,2.0,155.3,199.6 °C,36.6,14.2,19.5,9.5,Electric,Buttercream,Mixed,275.2,51.3 %,5.6,1,4.2,2023-08-12,Average
Vanilla,348.1 g,190.6 g,,2.0,237.9,182.2 °C,45.8,10.5,6.6,8.6,Electric,Ganache,Imported,290.3,58.2 %,7.4,3,4.2,2024-05-16,Good
Vanilla,366.9 g,188.4 g,119.9,1.0,148.7,200.2 °C,32.4,13.2,18.5,2.5,Gas,Fondant,Imported,305.7,56.9 %,8.8,6,4.0,2024-12-02,Good
Chocolate,263.5 g,203.1 g,116.5,2.0,195.1,186.1 °C,28.2,11.3,20.3,2.1,Gas,Whipped Cream,Local,453.7,52.4 %,9.1,6,4.8,2024-06-17,Excellent
Pineapple,239.2 g,197.2 g,156.6,2.0,253.3,170.1 °C,40.1,12.2,,20.0,Electric,Fondant,Local,341.2,52.9 %,6.5,10,5.0,2024-12-13,Average
Chocolate,290.0 g,170.5 g,142.9,2.0,214.0,198.5 °C,39.1,13.8,9.1,15.4,Electric,Whipped Cream,Imported,323.4,64.0 %,5.2,6,3.2,2024-04-02,Average
Black Forest,262.6 g,219.2 g,120.6,2.0,170.4,199.2 °C,30.3,6.9,11.4,10.0,Electric,Whipped Cream,--,328.3,59.0 %,7.3,6,4.0,2023-10-29,Good
Red Velvet,326.0 g,190.1 g,137.0,1.0,227.9,193.0 °C,20.6,12.4,9.0,18.6,Electric,Buttercream,Local,558.6,57.8 %,8.9,3,2.6,2025-03-22,Good
Red Velvet,254.0 g,200.5 g,119.5,2.0,185.4,193.1 °C,51.1,14.8,10.5,9.4,Convection,Buttercream,Imported,247.3,55.0 %,7.8,4,3.9,2023-01-02,Good
Chocolate Truffle,298.1 g,262.3 g,159.0,2.0,174.1,200.5 °C,46.3,7.8,15.4,5.0,Electric,Whipped Cream,Imported,290.7,56.4 %,7.1,3,5.0,2024-10-24,Good
Chocolate,281.9 g,228.2 g,143.7,4.0,204.7,188.4 °C,28.3,7.7,13.8,16.9,Gas,Whipped Cream,Local,338.1,52.1 %,7.0,14,4.3,2025-04-07,Good
White Forest,257.1 g,199.9 g,126.6,5.0,153.7,182.8 °C,33.9,15.9,17.3,15.2,Electric,Fondant,Imported,376.5,51.7 %,8.6,10,3.4,2024-01-24,Good
Chocolate,286.4 g,173.5 g,128.6,2.0,141.1,180.8 °C,34.8,8.7,14.8,17.2,Gas,Fondant,Local,337.5,50.2 %,6.0,3,4.2,2024-12-09,Average
Chocolate,312.2 g,173.7 g,130.4,3.0,171.1,192.3 °C,39.9,10.8,12.8,5.9,Electric,Ganache,Imported,195.7,51.9 %,6.4,4,3.9,2024-12-22,Average
,280.9 g,224.3 g,121.9,4.0,159.4,202.6 °C,32.7,4.9,14.3,6.6,Gas,Whipped Cream,Local,300.5,50.5 %,7.9,7,4.3,2025-08-05,Good
Chocolate,281.3 g,187.9 g,171.3,3.0,140.7,171.0 °C,31.7,11.4,,9.4,Gas,Buttercream,Imported,397.0,60.9 %,5.9,5,3.6,2023-06-25,Average
White Forest,251.7 g,192.2 g,165.8,4.0,179.3,206.5 °C,34.1,8.9,14.0,6.2,Electric,Ganache,Local,372.0,52.9 %,9.1,4,3.5,2024-11-12,Excellent
Red Velvet,324.5 g,176.5 g,131.3,3.8,162.4,193.7 °C,27.6,11.3,16.3,7.2,Electric,Fondant,Local,309.9,51.3 %,7.1,2,5.0,2023-02-17,Good
Chocolate,319.8 g,205.2 g,132.7,2.0,151.9,189.5 °C,42.6,9.6,14.0,10.1,Electric,Whipped Cream,Local,236.6,47.5 %,7.9,1,4.6,2023-01-14,Good
Chocolate,264.8 g,223.7 g,121.4,1.0,177.8,226.4 °C,39.9,12.9,18.6,5.9,Electric,Whipped Cream,Local,367.6,50.3 %,6.8,1,4.3,2025-10-07,Average
Strawberry,273.8 g,236.0 g,135.3,3.0,152.0,219.6 °C,27.1,12.6,15.1,9.0,Gas,Ganache,Local,233.9,52.1 %,8.6,10,4.8,2024-07-13,Good
Pineapple,338.0 g,187.1 g,148.3,3.0,222.5,207.3 °C,37.7,10.4,20.7,9.0,Electric,Fondant,Local,314.6,68.9 %,7.5,2,4.5,2023-10-16,Good
Red Velvet,245.2 g,210.0 g,166.4,2.0,253.1,183.8 °C,29.9,7.9,11.5,8.0,Electric,Whipped Cream,Imported,318.4,56.6 %,9.5,1,3.9,,Excellent
Strawberry,300.5 g,193.6 g,124.2,5.0,203.1,220.4 °C,36.1,4.1,13.6,22.0,Gas,Fondant,Local,395.3,48.2 %,7.9,6,3.5,2023-11-04,Good
Pineapple,260.4 g,216.2 g,115.4,4.0,165.5,183.9 °C,20.0,8.8,8.0,12.2,Gas,Fondant,Local,429.4,51.1 %,9.3,6,4.5,2024-07-04,Excellent
Strawberry,358.0 g,195.4 g,122.8,2.0,192.2,193.6 °C,33.1,12.1,18.7,12.5,Electric,Whipped Cream,Local,334.3,54.2 %,5.0,7,4.8,2025-09-24,Average
Chocolate,280.1 g,181.1 g,149.8,4.0,159.0,202.2 °C,45.5,9.5,11.5,10.4,Electric,Fondant,Imported,415.1,54.2 %,10.0,10,5.0,,Excellent
Strawberry,330.2 g,229.2 g,137.4,4.0,201.8,172.4 °C,26.5,10.5,21.0,8.5,Electric,Whipped Cream,Local,275.5,44.2 %,5.6,2,5.0,2023-08-08,Average
Strawberry,254.7 g,197.5 g,160.9,2.0,203.9,202.3 °C,32.2,9.7,7.6,2.5,Gas,Whipped Cream,Local,467.5,52.8 %,8.3,9,4.6,2025-07-29,Good
White Forest,242.4 g,188.8 g,139.0,1.0,206.5,186.3 °C,45.1,3.7,12.3,2.7,Electric,Ganache,Local,286.1,51.4 %,8.6,3,5.0,2023-06-11,Good
Strawberry,270.2 g,199.2 g,180.5,4.0,167.2,191.3 °C,48.7,9.8,20.8,10.0,Gas,Whipped Cream,Local,198.8,59.2 %,8.7,3,4.8,2024-08-09,Good
Butterscotch,287.2 g,182.4 g,116.3,1.0,203.4,182.0 °C,41.1,10.1,18.5,13.7,Electric,Ganache,Mixed,447.5,48.6 %,6.2,3,4.2,2025-05-01,Average
Chocolate,261.8 g,204.5 g,108.8,3.0,195.1,217.6 °C,47.4,8.8,,3.7,Electric,Whipped Cream,Local,608.7,48.3 %,6.6,5,3.8,2024-02-06,Average
Butterscotch,307.0 g,191.6 g,171.7,,187.0,193.0 °C,44.4,10.8,16.6,8.7,Gas,Whipped Cream,Local,230.5,58.5 %,7.1,7,4.4,2024-07-01,Good
